idCli,nombre,apellido,dire,tel,saldo,fechaIng,obs,activo,autoId
176,Rick,Golthorpp,7905 Fair Oaks Place,(837) 2671527,0,2023-04-15 20:54:41,Donec posuere metus vitae ipsum.,1,176
177,Franklyn,Haycroft,926 Thompson Pass,(856) 9604519,0,2022-08-15 12:59:28,Donec dapibus.,0,177
178,Cash,Targetter,56 Stang Parkway,(534) 7517656,0,2022-10-29 10:55:26,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",0,178
179,Kathryn,Clee,1143 Jay Pass,(520) 5174432,0,2022-08-22 19:49:52,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1,179
180,Raddie,Borlease,0 Rieder Hill,(926) 8187004,0,2022-12-13 22:45:22,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0,180
181,Lorelle,Bindin,30 Mesta Parkway,(612) 4167359,0,2022-09-24 10:12:41,Ut tellus.,0,181
182,Irvin,Wyldish,62 Warbler Park,(620) 9356025,0,2022-10-12 03:07:56,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",0,182
183,Bill,Dampier,28 Delaware Court,(623) 1697490,0,2023-06-14 17:06:37,Aliquam non mauris. Morbi non lectus.,0,183
184,Eamon,Hearsey,0437 Graedel Court,(458) 8401846,0,2022-12-30 02:26:27,Praesent id massa id nisl venenatis lacinia.,0,184
185,Tabb,Heikkinen,1 Stephen Court,(721) 9202863,0,2022-12-03 06:15:49,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0,185
186,Alyosha,Romand,261 Independence Way,(632) 2171285,0,2022-12-24 22:20:20,Ut at dolor quis odio consequat varius.,0,186
187,Ania,Aveson,0 Toban Court,(485) 4756126,0,2023-03-03 19:17:09,Phasellus in felis. Donec semper sapien a libero.,1,187
188,Peggy,Piddlesden,180 Russell Center,(922) 7255216,0,2023-01-31 15:05:32,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1,188
189,Elbert,Vagg,5517 2nd Terrace,(193) 8390362,0,2023-05-11 09:25:47,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,0,189
190,Lorri,Wreford,69 Old Shore Terrace,(740) 2752076,0,2023-01-14 18:21:05,In quis justo. Maecenas rhoncus aliquam lacus.,1,190
191,Jaclin,Lowth,3 Esch Drive,(629) 3590984,0,2023-03-06 07:59:45,Aenean fermentum.,1,191
192,Leonard,Winders,3756 Thierer Hill,(478) 6836486,0,2023-05-13 04:27:54,Etiam justo.,0,192
193,Law,Masham,46639 Loeprich Plaza,(116) 4981543,0,2023-04-03 01:52:43,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0,193
194,Anna,Pasterfield,067 Columbus Pass,(334) 7286033,0,2023-01-22 03:10:02,Suspendisse potenti. In eleifend quam a odio.,1,194
195,Maryrose,Tame,2360 Dayton Pass,(214) 4671207,0,2023-02-06 20:35:23,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0,195
196,Audrye,Coston,18079 La Follette Point,(101) 3240539,0,2022-09-30 02:48:24,Mauris sit amet eros.,0,196
197,Homerus,Jiroutek,98168 Michigan Point,(668) 7735177,0,2022-11-22 14:39:52,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1,197
198,Whitney,Falla,90282 Farragut Lane,(154) 7836722,0,2023-05-03 05:04:52,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,0,198
199,Minerva,O''Regan,5 Grim Plaza,(874) 1347302,0,2023-06-23 12:31:55,Fusce posuere felis sed lacus.,0,199
200,Dar,Casotti,09 Almo Plaza,(831) 5829013,0,2023-05-30 14:37:03,Aenean sit amet justo.,0,200
201,Ty,Haskett,3 Jenifer Hill,(140) 8292808,0,2023-01-10 13:12:18,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",0,201
202,Stanly,Toffoletto,955 Fuller Park,(281) 3210177,0,2023-03-16 15:24:02,Sed ante.,1,202
203,Cherlyn,Muttock,9096 Hoepker Street,(615) 8277823,0,2023-06-13 03:53:58,Morbi a ipsum.,0,203
204,Valentina,Zecchii,785 Stone Corner Street,(191) 7536363,0,2022-07-23 10:58:25,Suspendisse potenti. In eleifend quam a odio.,0,204
205,Verina,Mager,8044 Towne Road,(986) 6342422,0,2023-03-04 23:40:12,Phasellus sit amet erat. Nulla tempus.,1,205
206,Aimee,Burnyate,81811 Portage Drive,(184) 2445676,0,2022-09-11 07:31:50,Aliquam quis turpis eget elit sodales scelerisque.,1,206
207,Ingemar,Ciciotti,67022 Division Drive,(710) 3980120,0,2023-02-27 02:13:15,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0,207
208,Nichols,Spurgin,7645 Roxbury Junction,(163) 9409586,0,2023-03-08 10:21:31,In eleifend quam a odio. In hac habitasse platea dictumst.,0,208
209,Maryanna,Keme,93 Fulton Pass,(225) 3464655,0,2022-08-30 22:55:44,Duis consequat dui nec nisi volutpat eleifend.,0,209
210,Gaultiero,Danilchenko,57642 Paget Street,(252) 6205346,0,2022-10-25 04:01:33,In congue. Etiam justo.,0,210
211,Braden,Grund,1 Arapahoe Pass,(847) 1203136,0,2023-03-15 12:28:23,Aenean sit amet justo.,1,211
212,Ossie,Druhan,05994 Lien Junction,(423) 6876450,0,2023-04-22 05:14:32,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0,212
213,Rahel,Meddings,29375 Hudson Plaza,(981) 4436332,0,2022-07-19 00:48:36,Aenean lectus. Pellentesque eget nunc.,1,213
214,Mateo,Neising,28710 Hagan Trail,(601) 4175848,0,2022-11-22 07:44:01,Nulla mollis molestie lorem. Quisque ut erat.,0,214
215,Evvy,Greguoli,69117 Mcguire Way,(384) 6714051,0,2023-02-20 23:24:18,Aliquam erat volutpat. In congue.,1,215
216,Marcellus,Boughtwood,826 Gerald Pass,(919) 9717149,0,2023-02-01 13:04:06,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",1,216
217,Kelsey,Starford,28 High Crossing Pass,(351) 9246534,0,2022-07-23 07:26:43,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,0,217
218,Kaia,Le Blanc,77039 Old Shore Avenue,(211) 1857945,0,2022-09-08 13:26:02,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",0,218
219,Ferrell,Krahl,19 Melvin Place,(135) 4544511,0,2023-03-30 22:55:06,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0,219
220,Dougy,Darington,88362 Mandrake Road,(161) 2038728,0,2023-06-19 16:47:45,Etiam justo.,0,220
221,Sheryl,Brumham,909 Michigan Plaza,(681) 8276683,0,2022-11-01 08:27:35,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,0,221
222,Kanya,Karoly,89 Grasskamp Terrace,(112) 4223030,0,2023-05-14 03:24:12,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",0,222
223,Brittaney,Pollicote,403 Mitchell Point,(391) 6547164,0,2023-02-02 02:34:44,Aliquam non mauris. Morbi non lectus.,1,223
224,Patrice,Jarratt,20 Ridge Oak Way,(597) 4527383,0,2022-10-06 13:41:32,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0,224
225,Claresta,Percival,6 Shasta Way,(540) 3803498,0,2023-01-21 11:49:55,Fusce consequat.,1,225
226,Lind,Fylan,71 Eastwood Crossing,(781) 3221462,0,2023-06-03 06:51:47,Nam tristique tortor eu pede.,0,226
227,Lynnea,Oloshin,19 Del Sol Junction,(567) 5667470,0,2022-12-17 01:40:30,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1,227
228,Maiga,Montford,29 Loeprich Center,(663) 8983050,0,2023-02-28 13:59:37,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",0,228
229,Faber,Witchell,02 Crowley Hill,(560) 6293010,0,2023-05-18 16:46:14,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",0,229
230,Germaine,Ornils,6375 Comanche Plaza,(968) 9334359,0,2022-09-22 09:33:39,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",0,230
231,Jillian,Tremblay,83 Clemons Parkway,(895) 5117691,0,2022-09-19 15:13:23,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,0,231
232,Sherwin,Dowson,547 Schlimgen Court,(165) 4384577,0,2023-01-11 09:34:53,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",1,232
233,Peri,Listone,86 Kipling Alley,(444) 9263879,0,2023-01-25 05:25:23,Duis at velit eu est congue elementum.,1,233
234,Minetta,Goodluck,5087 Prentice Terrace,(849) 4021572,0,2023-05-12 23:53:49,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,0,234
235,Constancia,Woolaghan,57 Di Loreto Center,(232) 9787248,0,2022-12-23 07:26:02,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,1,235
236,Emilee,Loftin,783 Barnett Trail,(231) 4108341,0,2022-12-12 17:08:58,Nullam sit amet turpis elementum ligula vehicula consequat.,0,236
237,Paolo,Coppock.,30 Golf Terrace,(233) 8269618,0,2023-03-30 13:01:43,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,1,237
238,Karissa,Guilleton,275 Lyons Circle,(797) 8357029,0,2023-06-30 10:47:07,Etiam pretium iaculis justo.,0,238
239,Cordelie,Cohane,2 Onsgard Place,(259) 9318361,0,2022-11-07 08:53:06,Cras non velit nec nisi vulputate nonummy.,1,239
240,Paolina,Carmo,63017 Express Hill,(591) 2226614,0,2022-08-03 08:01:49,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1,240
241,Brade,Suart,928 Waxwing Trail,(266) 2310441,0,2023-04-25 04:42:39,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,0,241
242,Deerdre,Blankman,81561 Armistice Terrace,(896) 9921405,0,2023-03-08 14:44:35,Sed sagittis.,1,242
243,Knox,Geeraert,12666 Burning Wood Road,(902) 8720383,0,2023-05-07 01:05:54,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,1,243
244,Hervey,Cajkler,85 Florence Park,(732) 3712695,0,2023-06-24 01:14:33,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",0,244
245,Jeth,Dupey,2830 Di Loreto Road,(694) 9040871,0,2022-09-25 05:42:39,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,0,245
246,Terence,De Ferrari,710 Glacier Hill Pass,(737) 8162415,0,2023-07-04 21:15:10,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,1,246
247,Jacqueline,Filippucci,4 Michigan Parkway,(907) 3551087,0,2022-08-16 04:49:03,Aliquam erat volutpat. In congue.,1,247
248,Danica,Hugueville,22069 Stuart Way,(536) 2686944,0,2023-01-18 02:51:36,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,1,248
249,Cheryl,Bullene,1232 Talisman Point,(544) 1287039,0,2023-01-24 14:50:18,Morbi a ipsum. Integer a nibh.,1,249
250,Janella,Yeoman,230 7th Plaza,(476) 8395370,0,2023-03-03 11:42:51,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1,250
251,Shawna,D''Elia,28379 Bayside Center,(754) 8308772,0,2022-11-05 12:30:48,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1,251
252,Shea,Fennessy,6534 Schiller Trail,(355) 9341187,0,2022-11-30 12:26:37,Donec quis orci eget orci vehicula condimentum.,1,252
253,Findlay,Hierro,4 Lillian Road,(314) 8000795,0,2022-07-12 00:09:22,Morbi ut odio.,1,253
254,Jesse,Bramley,8 Tony Crossing,(878) 7035837,0,2023-01-06 22:03:49,Curabitur at ipsum ac tellus semper interdum.,0,254
255,Wildon,Wordesworth,60852 Oxford Center,(567) 6634733,0,2022-10-11 10:32:02,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1,255
256,Brigitta,Budcock,58977 Orin Center,(661) 1656999,0,2023-03-26 22:42:24,Quisque porta volutpat erat.,1,256
257,Jervis,Waterfield,22135 7th Junction,(566) 4377682,0,2022-07-20 08:01:36,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,0,257
258,Jilli,Castellaccio,39 1st Point,(882) 5314434,0,2023-05-31 15:54:10,Pellentesque at nulla.,1,258
259,Cornie,Swanson,43750 Schiller Avenue,(195) 6512323,0,2022-07-27 06:34:42,Donec dapibus.,0,259
260,Haskel,MacMechan,422 Bultman Pass,(344) 1105340,0,2023-06-27 10:14:51,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,1,260
261,Christoper,Wysome,43 Dixon Place,(688) 5327158,0,2023-01-13 20:21:10,Suspendisse accumsan tortor quis turpis. Sed ante.,1,261
262,Kitty,Thomassen,070 Gale Junction,(657) 5818824,0,2023-03-09 19:35:52,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1,262
263,Inglis,Rome,7 Mcbride Street,(406) 8041098,0,2022-10-13 03:17:58,Vivamus tortor.,1,263
264,Brendan,Millwall,63 Lighthouse Bay Terrace,(431) 3368608,0,2023-01-07 12:03:01,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",0,264
265,Colette,Revett,88 Bunker Hill Way,(287) 2430718,0,2022-07-12 23:46:19,Integer ac leo.,0,265
266,Renelle,Hellier,90 Spohn Way,(618) 1517880,0,2023-06-19 03:55:18,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,0,266
267,Josefina,Lill,4 Dryden Court,(721) 8000759,0,2023-04-20 02:32:51,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",0,267
268,Anallise,Herche,77229 Oriole Parkway,(926) 5390448,0,2022-07-27 12:46:19,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0,268
269,Brittaney,Nardi,7 Forster Park,(815) 1529330,0,2022-10-05 08:44:28,Aliquam quis turpis eget elit sodales scelerisque.,1,269
270,Danny,Romeuf,72 Bonner Parkway,(781) 6621882,0,2022-08-18 05:25:46,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,1,270
271,Eal,Folger,5 Killdeer Terrace,(147) 8743798,0,2022-09-29 17:42:13,Nulla ut erat id mauris vulputate elementum. Nullam varius.,1,271
272,Abel,Sainteau,57 Buell Point,(158) 2191508,0,2022-07-22 07:15:19,Integer ac neque.,1,272
273,Jourdan,Mosdill,197 Riverside Court,(112) 3747992,0,2022-07-21 06:26:00,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,1,273
274,Teirtza,Redwing,601 Rusk Plaza,(742) 5651553,0,2023-05-23 05:21:00,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,1,274
275,Saxon,Jurkowski,35202 Eliot Junction,(867) 1672163,0,2022-11-04 23:52:34,Phasellus sit amet erat. Nulla tempus.,0,275
276,Nixie,Mc Combe,4763 Menomonie Circle,(683) 8104672,0,2023-05-15 21:23:27,Nulla suscipit ligula in lacus.,0,276
277,Berget,Smee,6320 Michigan Parkway,(427) 4585762,0,2022-07-14 06:17:06,Donec posuere metus vitae ipsum.,1,277
278,Udall,McFadin,16 John Wall Place,(636) 2785971,0,2023-01-05 17:56:55,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1,278
279,Carol-jean,Coyte,71 Dakota Street,(955) 2087416,0,2023-03-31 18:55:45,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",0,279
280,Pearce,Fallens,26 Blue Bill Park Way,(699) 1713483,0,2023-02-17 23:12:03,Nulla ut erat id mauris vulputate elementum. Nullam varius.,0,280
281,Ash,Coenraets,0186 Aberg Plaza,(826) 7913134,0,2023-06-13 05:10:42,Etiam justo. Etiam pretium iaculis justo.,1,281
282,Micheal,Lockhart,4 Hoard Trail,(819) 8145179,0,2022-08-10 08:32:33,Suspendisse accumsan tortor quis turpis. Sed ante.,1,282
283,Lin,Dudden,06946 Pleasure Trail,(981) 8123457,0,2023-05-12 04:33:56,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0,283
284,Webster,Cornewall,3602 Ramsey Terrace,(283) 9979261,0,2023-02-13 12:02:44,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,0,284
285,Corny,Croux,1078 Hoard Alley,(893) 7972293,0,2023-06-23 23:07:15,Donec semper sapien a libero.,1,285
286,Phaidra,Dall,85 High Crossing Road,(794) 6764789,0,2023-05-19 19:09:09,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,1,286
287,Channa,Gorelli,4347 Starling Alley,(601) 4799488,0,2022-07-23 22:42:28,Duis at velit eu est congue elementum.,0,287
288,Tilda,McAuslan,255 Karstens Point,(480) 1941701,0,2022-10-13 23:53:20,Duis mattis egestas metus. Aenean fermentum.,1,288
289,Clovis,Ramel,206 Sullivan Park,(205) 2996185,0,2023-01-03 08:59:53,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1,289
290,Tiertza,Hambrook,34 Lillian Court,(542) 9652735,0,2023-02-21 19:08:05,Mauris ullamcorper purus sit amet nulla.,1,290
291,Nils,Jery,33240 Summit Center,(887) 5913227,0,2023-05-19 00:00:03,Duis ac nibh.,0,291
292,Sammie,Hadeke,49 Oriole Pass,(388) 4693046,0,2022-10-24 05:22:21,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1,292
293,Giustino,Ferraron,4 Schlimgen Way,(718) 2237175,0,2023-03-31 21:33:05,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,1,293
294,Ramona,Presman,75890 Annamark Hill,(531) 3018956,0,2022-08-14 10:57:28,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1,294
295,Christie,Dubbin,80 Sullivan Alley,(226) 3333018,0,2023-02-19 12:58:00,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",0,295
296,Hilary,Carberry,66719 Northland Avenue,(294) 8833204,0,2023-06-09 03:54:19,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",1,296
297,Jacques,Rodwell,5 Basil Street,(688) 6775764,0,2023-03-16 10:02:16,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,1,297
298,Arabele,O''Giany,27786 Rutledge Junction,(905) 4055693,0,2023-01-03 19:33:52,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1,298
299,Clint,Millard,4 Di Loreto Circle,(720) 1978898,0,2023-05-05 00:08:13,Nam dui.,0,299
300,Fairlie,Dugget,3 Service Point,(755) 6886049,0,2023-02-02 19:08:29,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,0,300
301,Brande,Lamas,601 Elmside Plaza,(586) 7479671,0,2022-11-07 12:33:12,Morbi quis tortor id nulla ultrices aliquet.,1,301
302,Trey,Broadberry,8 Coolidge Point,(414) 5837652,0,2023-01-02 10:26:13,Quisque ut erat.,1,302
303,Clemence,Gorgler,9366 Artisan Point,(413) 9223862,0,2023-06-03 18:52:35,Proin risus.,0,303
304,Gladi,Goncaves,62 Browning Crossing,(142) 8354808,0,2023-03-11 02:31:31,Etiam vel augue. Vestibulum rutrum rutrum neque.,1,304
305,Fonsie,Kubat,840 Old Shore Place,(598) 8656154,0,2022-10-18 21:00:03,Mauris sit amet eros.,0,305
306,Zachariah,Bolingbroke,9059 Mallory Crossing,(899) 5803706,0,2022-10-21 04:41:46,Phasellus sit amet erat.,0,306
307,Giorgi,Coltart,55 Division Parkway,(252) 2157894,0,2022-08-22 05:29:54,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,0,307
308,Anitra,Marginson,3 Basil Junction,(660) 8885472,0,2022-12-16 06:10:17,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,1,308
309,Marcela,Whitbread,90307 Fallview Lane,(796) 1239939,0,2023-02-04 02:09:39,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1,309
310,Tove,holmes,67 Dakota Park,(532) 8276510,0,2023-01-16 12:06:51,Nam tristique tortor eu pede.,1,310
311,Sharline,Housbie,69 Quincy Avenue,(664) 7884609,0,2023-02-28 17:10:05,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",0,311
312,Cally,O''Feeney,8371 Kedzie Lane,(184) 8814437,0,2022-08-13 21:21:43,Donec posuere metus vitae ipsum. Aliquam non mauris.,1,312
313,Nannie,Heathwood,73 Red Cloud Junction,(609) 9496678,0,2023-06-28 06:10:55,Aliquam quis turpis eget elit sodales scelerisque.,0,313
314,Dorena,Scholfield,7456 Elka Place,(175) 8465221,0,2022-11-16 03:16:25,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",0,314
315,Frans,Ketton,7455 Melody Circle,(567) 6721571,0,2023-03-09 21:53:03,Maecenas rhoncus aliquam lacus.,0,315
316,Forrester,Samms,68 Westerfield Lane,(635) 5039312,0,2022-11-26 02:12:42,Sed ante.,0,316
317,Humfrey,Hutchence,6 Northview Alley,(956) 1957492,0,2022-09-04 08:33:51,Praesent id massa id nisl venenatis lacinia.,1,317
318,El,Gresser,155 Knutson Center,(476) 5632085,0,2023-05-29 00:15:01,Nulla nisl. Nunc nisl.,0,318
319,Ettore,Brognot,3201 Forest Run Avenue,(261) 3219542,0,2023-03-25 22:08:17,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",0,319
320,Carmel,Wheatley,4854 Buell Avenue,(177) 4506927,0,2022-07-23 10:17:26,Donec posuere metus vitae ipsum.,0,320
